% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=430405, Tue Aug 23 21:51:19 2022, <python>{}</python>
1 15 0.9488348527318712 1.000048959531812 -385.3410018680367 -3.8534100186803670e+02 -353.7203820125276 -302.7683942100194   
2 30 0.9268221593946011 1.046139246267054 -395.5451443624836 -3.9554514436248360e+02 -380.6157623870719 -328.357153061643   
3 45 0.9244558929177563 1.0621711839952281 -402.2980631590084 -4.0229806315900839e+02 -389.36205165190756 -381.4756314905759   
4 60 0.926683308106045 1.0807525520992816 -402.2980631590084 -4.0162931925164838e+02 -396.11271319312925 -382.41879384159756   
5 75 0.9248548504539468 1.0998347282375571 -402.2980631590084 -4.0195700416714789e+02 -395.35773667716484 -343.8009672817551   
6 90 0.9268902421048907 1.1130369673664986 -405.1307377198462 -4.0513073771984619e+02 -397.6363739448841 -340.9897617837459   
7 105 0.9346997182906174 1.1253310034525508 -406.27498166162104 -4.0627498166162104e+02 -397.38132220747895 -365.1414626646133   
8 120 0.9457385150585754 1.1470207484844441 -406.27498166162104 -4.0467295140605739e+02 -395.63615590230773 -356.42459820893947   
9 135 0.9531967985524128 1.1577430994204403 -406.688827296132 -4.0668882729613199e+02 -402.23936634115483 -390.80106267236465   
10 150 0.9568800975255418 1.1683251391053056 -406.688827296132 -4.0602966173468184e+02 -401.14177468977454 -389.03286288242356   
11 165 0.9640187333427233 1.1819153658836377 -406.688827296132 -4.0619501368638430e+02 -396.338312957774 -306.4920926164034   
12 180 0.96680341262882 1.1926231360899682 -407.3727265986206 -4.0737272659862060e+02 -400.29209115252837 -338.3367783926631   
13 195 0.9736492240819036 1.202361078604747 -407.3727265986206 -4.0694517078394529e+02 -399.46802265799676 -361.100128071953   
14 210 0.9862883711787169 1.2102246817743554 -407.9597206909583 -4.0795972069095831e+02 -400.8723033798941 -338.0620738162793   
15 225 0.9979768938702753 1.2291824708375785 -407.9597206909583 -4.0694442369814647e+02 -399.3133678865619 -214.2907835798714   
16 240 1.0022340424698484 1.2489289973498823 -408.756960472935 -4.0875696047293502e+02 -400.18717490863236 -330.46265726458313   
17 255 1.010302513705608 1.2629950619923118 -408.756960472935 -4.0865933797473673e+02 -404.1417509362788 -346.8931429856961   
18 270 1.0161146378181367 1.276066305657644 -408.756960472935 -4.0753416966645023e+02 -400.68097717116666 -232.77385541356412   
19 285 1.0252703310784408 1.2900771352849658 -408.9509538006471 -4.0895095380064708e+02 -400.0415081179925 -294.01499969694544   
20 300 1.0377083107627856 1.3023281406807132 -408.9509538006471 -4.0761407910218378e+02 -397.579691896088 -351.91833783808374   
21 315 1.0320436872808807 1.3113824386248585 -408.9509538006471 -4.0788043662369211e+02 -388.0917818408146 -341.7482315634498   
22 330 1.028794347189273 1.3185737308740344 -408.9509538006471 -4.0576426824327996e+02 -400.7575471338909 -371.2783964116798   
23 345 1.026707462374693 1.3287148507050854 -408.9509538006471 -4.0572186405339278e+02 -402.3957531155291 -351.9353297348004   
24 360 1.0196330850492161 1.3319716014468188 -408.9509538006471 -4.0856264017448188e+02 -399.7937388473571 -310.00025043067006   
25 375 1.0149618443634303 1.338353744875983 -408.9509538006471 -4.0790610691839731e+02 -401.2660382867839 -324.4500915699447   
26 390 1.0124534475522529 1.3475608150645098 -408.9509538006471 -4.0847755998495001e+02 -396.80639042138034 -372.6489532587779   
27 405 1.0092972000812663 1.3533591392223776 -408.9509538006471 -4.0783094503197663e+02 -398.16558306189916 -335.3829491040044   
28 420 1.0085264095540032 1.3599176079159532 -408.9509538006471 -4.0796216545802685e+02 -397.128956378597 -275.8786319773004   
29 435 1.001931336245852 1.3635482921237911 -408.9509538006471 -4.0737791512081770e+02 -403.8191357705953 -306.9950691660827   
30 450 0.9995835592357561 1.365581885865956 -408.9509538006471 -4.0613379147631576e+02 -397.1804892979184 -355.9854599335052   
31 465 0.997871099939059 1.3696952552765898 -408.9509538006471 -4.0802296969176064e+02 -403.1128928199219 -369.12232525648255   
32 480 0.9956852045510706 1.369806590517869 -408.9509538006471 -4.0605237026930155e+02 -397.2436270624832 -321.6271717676038   
33 495 0.996946269639691 1.3734639719080737 -408.9509538006471 -4.0777522530892202e+02 -396.93328104634566 -264.9006007389231   
34 510 0.9997724926391847 1.3781317359767593 -408.9509538006471 -4.0363691859306817e+02 -401.27572306834753 -352.85370486109775   
35 525 1.0103551723554296 1.3838067038332178 -408.9509538006471 -4.0789153096817722e+02 -395.303242447227 -379.93568894845805   
36 540 1.0152399610177587 1.3894375511100059 -408.9509538006471 -4.0543566592379915e+02 -401.8072344620143 -372.5979806538158   
37 555 1.0153554923847183 1.4045370013367697 -408.9509538006471 -4.0667922199003925e+02 -398.48721174184755 -247.8434068918829   
38 570 1.011404219006884 1.4088227985061244 -408.9509538006471 -4.0458287796253671e+02 -400.48919531661164 -318.03526224380846   
39 585 0.9927294998563694 1.411494022000548 -408.9509538006471 -4.0572941642413849e+02 -397.54537552957015 -339.8556849864787   
40 600 0.9868954342641354 1.4142850098654933 -408.9509538006471 -4.0302344190263813e+02 -397.4949647622186 -216.27859482782748   
41 615 0.9777438998908463 1.4236884963536294 -408.9509538006471 -4.0585317904162429e+02 -399.36922241571057 -369.6734057827258   
42 630 0.9691448315196407 1.421625039288817 -408.9509538006471 -4.0334087168907132e+02 -397.93044194361545 -342.35391019709493   
43 645 0.9622794014631992 1.4239145087074874 -408.9509538006471 -4.0627637697229477e+02 -397.2193293276462 -250.31392484874232   
